,tags,name,udc
137,"['соотношен', 'алгебр', 'множеств', 'т', 'п', 'называ', 'слов', 'р', 'отношен', 'многообраз', 'замкнут', 'форм', 'имеет', 'определ', 'определ', 'многообраз', 'р', 'слов', 'алгебр', 'п', 'соотношен', 'отношен', 'множеств', 'т', 'замкнут', 'форм', 'называ', 'г', 'алгебр', 'п', 'т', 'отношен', 'называ', 'р', 'слов', 'множеств', 'соотношен', 'многообраз', 'форм', 'замкнут', 'г', 'имеет', 'п', 'т', 'множеств', 'отношен', 'р', 'слов', 'соотношен', 'алгебр', 'многообраз', 'замкнут', 'форм', 'называ', 'г', 'имеет']",al-226,510
138,"['явля', 'запис', 'е', 'г', 'групп', 'тождеств', 'вид', 'пуст', 'подгрупп', 'х', 'букв', 'ф', 'элемент', '®', '®', 'г', 'е', 'х', 'элемент', 'групп', 'тождеств', 'вид', 'подгрупп', 'пуст', 'явля', 'букв', 'запис', 'ф', 'тождеств', 'ф', 'пуст', 'букв', 'групп', 'г', 'х', 'явля', 'вид', 'подгрупп', 'запис', 'е', '®', 'элемент', 'групп', 'ф', 'г', 'тождеств', 'вид', 'подгрупп', 'х', 'пуст', 'е', 'явля', 'букв', 'элемент', '®', 'запис']",al-227,512
139,"['алгебраическ', 'тел', 'е', 'г', 'однородн', 'п', 'т', 'оператор', 'замкнут', '„', 'х', 'ф', 'уравнен', 'определен', 'алгебраическ', 'уравнен', 'х', 'однородн', 'замкнут', 'определен', 'оператор', 'п', 'т', '„', 'е', 'тел', 'ф', 'вид', 'оператор', 'определен', 'уравнен', 'ф', 'г', 'тел', 'п', 'т', '„', 'алгебраическ', 'е', 'х', 'замкнут', 'однородн', '„', 'замкнут', 'уравнен', 'т', 'п', 'определен', 'х', 'оператор', 'тел', 'алгебраическ', 'е', 'г', 'ф', 'решен']",al-228,512
140,"['элемент', 'упорядочен', 'полугрупп', 'положительн', 'опорн', 'неограничен', 'г', 'минимальн', 'некотор', 'линейн', 'множеств', 'решеточн', 'порядк', 'пуст', 'пуст', 'так', 'интерва', 'минимальн', 'элемент', 'подгрупп', 'порядк', 'произвольн', 'порядок', 'явля', 'х', 'неограничен', 'групп', 'частичн', 'люб', 'групп', 'е', 'подгрупп', 'частичн', 'полугрупп', 'линейн', 'максимальн', 'положительн', 'явля', 'м', 'элемент', 'опорн', 'действ', 'след', 'имеет', 'явля', 'действ', 'интервал', 'элемент', 'люб', 'подгрупп', 'частичн', 'е', '€', 'групп', 'порядк', 'упорядочен']",al-229,512
141,"['групп', 'элемент', 'циклическ', 'решетк', 'сил', 'одн', '\uf8ed', 'поэт', 'содержат', '\uf8f8', '\uf8f6', 'след', 'отсюд', 'пуст', 'теорем', 'решетк', 'нильпотентн', 'групп', 'элемент', 'одн', '\uf8f6', 'поэт', 'след', 'сил', 'квазимногообраз', 'циклическ', 'содержат', 'отсюд', 'одн', 'решетк', 'содержат', 'сил', 'групп', 'квазимногообраз', '\uf8f8', 'нильпотентн', 'элемент', 'поэт', 'циклическ', 'поскольк', '\uf8ed', 'след', 'групп', 'элемент', 'одн', 'знач', 'поскольк', '\uf8f8', 'сил', 'решетк', 'квазимногообраз', 'циклическ', '\uf8ed', 'поэт', 'содержат', '\uf8f6']",al-23,512
142,"['моноид', 'те', 'пример', 'так', '€', 'г', 'стабильн', 'та', 'ф', 'регулярн', 'т', 'явля', 'полигон', 'элемент', 'полигон', 'м', 'следовательн', 'т', 'элемент', 'явля', 'теор', 'г', 'п', 'некотор', 'те', 'существ', 'регулярн', 'е', 'г', 'пуст', 'м', 'некотор', 'люб', 'е', 'стабильн', 'га', 'так', 'следовательн', '€', 'теорем', 'полигон', 'регулярн', 'линейн', 'га', 'регулярн', 'пуст', 'т', 'элемент', 'так', 'те', 'м', 'пример', 'упорядочен', '€', 'е', 'г']",al-230,510
143,"['алгебр', 'тождеств', 'стандартн', '«', 'г', 'алгебр', 'г', 'тождеств', '«', 'стандартн', 'г', 'алгебр', '«', 'тождеств', 'стандартн', 'алгебр', '«', 'г', 'стандартн', 'тождеств']",al-231,512
144,"['п', 'вмодел', 'допустим', 'х', 'г', 'определен', 'подмножеств', 'л', 'множеств', 'модел', 'квазирезольвентн', 'явля', 'пуст', 'резольвентн', 'допустим', 'внутрен', 'предложен', 'модел', 'числ', 'люб', 'так', 'квазирезольвентн', 'формул', 'групп', 'элемент', 'множеств', 'явля', 'пуст', 'предложен', 'р', 'ф', 'элемент', 'резольвентн', 'определен', 'люб', 'г', 'подмножеств', 'множеств', 'модел', 'квазирезольвентн', 'явля', 'вмодел', 'вмодел', 'пуст', 'элемент', 'явля', 'р', 'п', 'ф', 'так', 'модел', 'существ', 'определен', 'множеств', 'квазирезольвентн', 'м']",al-232,510
145,"['м', 'эквивалентн', 'вычислим', 'х', 'явля', 'вопрос', 'роджерс', 'е', 'пуст', 'перечислим', 'п', 'люб', 'существ', 'нумерац', 'семейств', 'роджерс', 'имеет', 'так', 'минимальн', 'полурешетк', 'явля', 'п', 'нумерац', 'л', 'е', 'элемент', 'люб', 'множеств', 'нумерац', 'кажд', 'рекурсивн', 'х', 'минимальн', 'элемент', 'е', 'перечислим', 'функц', 'котор', 'эквивалентн', 'множеств', 'семейств', 'л', 'минимальн', 'рекурсивн', 'е', 'множеств', 'роджерс', 'явля', 'л', 'люб', 'х', 'п', 'существ', 'вычислим', 'д', 'след']",al-233,510
146,"['корнев', 'люб', 'корн', 'шевалл', 'множеств', 'абелев', 'порядк', 'ф', 'унипотентн', 'х', 'пуст', 'подгрупп', 'групп', 'г', 'ф', 'г', 'групп', 'элемент', 'больш', 'шевалл', 'множеств', 'порядк', 'конечн', 'систем', 'подгрупп', 'абелев', 'п', 'унипотентн', 'конечн', 'подгрупп', 'г', 'порядк', 'унипотентн', 'корнев', 'пуст', 'элемент', 'систем', 'р', 'групп', 'ф', 'п', 'абелев', 'подгрупп', 'элемент', 'групп', 'максимальн', 'х', 'пол', 'е', 'порядок', 'г', 'абелев', 'п', 'ф', 'унипотентн', 'порядк']",al-234,512
147,"['пуст', 'знач', 'следовательн', 'формац', 'р', 'поэт', 'так', 'локальн', 'нормальн', 'подгрупп', 'т', 'поскольк', 'некотор', 'абелев', 'формац', 'так', 'групп', 'пуст', 'прост', 'е', 'абелев', 'п', 'числ', 'следовательн', 'ял', 'кажд', 'т', 'композицион', 'г', 'р', 'пуст', 'абелев', 'некотор', 'прост', 'формац', 'т', 'л', 'композицион', 'минимальн', 'явля', 'поскольк', 'кажд', 'групп', 'минимальн', 'композицион', 'г', 'формац', 'называ', 'п', 'поскольк', 'так', 'подгрупп', 'порядк', 'ял', 'абелев', 'поэт']",al-235,512
148,"['дерев', 'пуст', 'т', 'п', 'нумерац', 'множеств', 'конструктивн', 'элемент', 'алгебр', 'модел', 'вычислим', 'функц', 'рекурсивн', 'класс', 'класс', 'л', 'модел', 'пуст', 'п', 'е', 'множеств', 'элемент', 'алгебр', 'конструктивн', 'функц', 'нумерац', 'вычислим', 'так', 'множеств', 'алгебр', 'функц', 'люб', 'нумерац', 'класс', 'т', 'п', 'модел', 'конструктивн', 'е', 'вычислим', 'рекурсивн', 'л', 'алгебр', 'существ', 'булев', 'номер', 'модел', 'х', 'дерев', 'п', 'класс', 'нумерац', 'конструктивн', 'функц', 'рекурсивн', 'вычислим']",al-236,510
149,"['ф', 'модул', 'групп', 'п', 'подгрупп', 'м', 'элемент', 'многообраз', 'р', 'порожда', 'проблем', 'множеств', 'соотношен', 'г', 'множеств', 'многообраз', 'г', 'групп', 'р', 'кольц', 'м', 'п', 'элемент', 'проблем', 'ф', 'вхожден', 'порожда', 'соотношен', 'групп', 'вхожден', 'м', 'элемент', 'модул', 'многообраз', 'порожда', 'р', 'п', 'ф', 'множеств', 'проблем', 'соотношен', 'х', 'м', 'п', 'групп', 'элемент', 'модул', 'х', 'ф', 'кольц', 'р', 'проблем', 'множеств', 'многообраз', 'вхожден', 'порожда']",al-237,512
150,"['логик', 'модальн', 'элемент', 'образ', 'ф', 'л', 'крипк', 'пуст', 'имеет', 'люб', 'го', 'х', 'фрейм', 'г', 'логик', 'явля', 'формул', 'фрейм', 'финитн', 'допустим', 'определен', 'сгусток', 'г', 'котор', 'люб', 'прав', 'множеств', 'так', 'г', 'означиван', 'аппроксимируем', 'е', 'прав', 'допустим', 'конакрыт', 'так', 'имеет', 'д', 'истин', 'логик', 'фрейм', 'л', 'прав', 'рефлексивн', 'элемент', 'л', 'вывод', 'крипк', 'фрейм', 'свойств', 'определен', 'имеет', 'модел', 'аппроксимируем', 'след', 'п']",al-238,510
151,"['т', 'кручен', 'е', 'л', 'нильпотентн', 'групп', 'квазимногообраз', 'подгрупп', 'решетк', 'х', 'пуст', 'абелев', 'г', 'ф', 'абелев', 'подгрупп', 'н', 'ф', 'п', 'групп', 'квазимногообраз', 'т', 'кручен', 'х', 'пуст', 'г', 'е', 'решетк', 'квазимногообраз', 'р', 'е', 'решетк', 'абелев', 'п', '€', 'л', 'групп', 'т', 'подгрупп', 'х', 'кручен', 'пуст', 'решетк', 'т', 'г', '€', 'кручен', 'групп', 'элемент', 'нильпотентн', 'п', 'квазимногообраз', 'подгрупп', 'х', 'е', 'пуст']",al-239,512
152,"['модел', 'отношен', 'либ', 'котор', 'явля', 'представлен', 'найдет', 'класс', 'вычислим', 'существ', 'пуст', 'наследствен', 'линейн', 'теорем', 'вычислим', 'отношен', 'теор', 'определен', 'булев', 'степен', 'носител', 'представлен', 'доказательств', 'найдет', 'либ', 'модел', 'котор', 'пуст', 'котор', 'так', 'свойств', 'вычислим', 'отношен', 'вложен', 'пуст', 'наследствен', 'конечн', 'теор', 'впстепен', 'модел', 'степен', 'спектр', 'кажд', 'некотор', 'отношен', 'пуст', 'так', 'теорем', 'функц', 'вычислим', 'модел', 'котор', 'степен', 'спектр', 'существ', 'алгебр']",al-24,510
153,"['алгебр', 'буд', 'т', 'котор', 'элемент', 'г', 'расширен', 'кольц', 'называ', 'центроид', 'е', 'пуст', 'утвержден', 'эндоморфизм', 'алгебр', 'ф', 'люб', 'пол', 'фактор', 'явля', 'подалгебр', 'дифференцирован', 'действ', 'корнев', 'разложен', 'г', 'диагонализируем', 'класс', 'пространств', 'пол', 'ф', 'конечномерн', 'диагонализируем', 'явля', 'вектор', 'сумм', 'произвольн', 'класс', 'т', 'эндоморфизм', 'подалгебр', 'собствен', 'конечномерн', 'действ', 'свойств', 'определен', 'центроид', 'т', 'разложен', 'д', 'модул', 'числ', 'называ', 'диагонализируем', 'доказательств', 'котор']",al-240,512
154,"['мд', 'р', 'т', 'х', 'л', 'котор', 'о', 'ма', 'квазитождеств', 'н', 'групп', 'м', 'е', 'класс', 'сумм', 'содерж', 'м', 'класс', 'предложен', 'выполня', 'е', 'пуст', 'х', 'алгебраическ', 'вид', 'порожден', 'групп', 'абелев', 'групп', 'пуст', 'р', 'класс', 'алгебраическ', 'л', 'ма', 'абелев', 'м', 'е', 'агрупп', 'котор', 'явля', 'т', 'н', 'агрупп', 'сумм', 'одн', 'след', 'мд', 'ма', 'порожден', 'групп', 'м', 'е', 'класс', 'абелев', 'р']",al-241,512
155,"['непрерывн', 'пуст', 'множеств', 'несократим', 'услов', 'единствен', 'минимальн', 'некотор', 'образ', 'разложен', 'импликац', 'поэт', 'называ', 'г', 'некотор', 'элемент', 'л', 'сильн', 'образ', 'полумодулярн', 'вверх', 'пуст', 'дистрибутивн', 'так', 'согласн', 'поэт', 'решетк', 'несократим', 'вниз', 'сильн', 'коатомн', 'множеств', 'вверх', 'поскольк', 'п', 'образ', 'существ', 'имеет', 'решеток', 'так', 'лемм', 'разложен', 'х', 'г', 'вполн', 'услов', '€', 'вверх', 'единствен', 'выбор', 'согласн', 'доказательств', 'существ', 'элемент', 'сильн', 'удовлетворя']",al-242,512
156,"['услов', 'люб', 'пуст', 'х', 'прост', 'свойств', 'д', 'модул', 'поэт', 'ха', 'ф', 'сервантн', 'так', 'кручен', 'явля', 'свойств', 'д', 'хг', 'тип', 'кручен', 'эндоморфизм', 'лемм', 'те', 'вполн', 'х', 'выполня', 'услов', 'пуст', 'б', 'лемм', 'х', 'л', 'га', 'элемент', 'выполня', 'максимальн', 'поэт', 'некотор', 'услов', 'п', 'люб', 'эндоморфизм', 'след', 'д', 'вполн', 'х', 'а', 'свойств', 'транзитивн', 'кольц', 'явля', 'р', 'услов', 'п', 'ха', 'знач']",al-243,512
157,"['групп', 'е', 'представлен', 'г', 'явля', 'определен', 'множеств', 'подгрупп', 'свободн', 'элемент', 'класс', 'нильпотентн', 'квазимногообраз', 'м', 'групп', 'образ', 'пуст', 'слов', 'м', 'нильпотентн', 'символ', 'класс', 'подгрупп', 'представлен', 'котор', 'свободн', 'элемент', 'множеств', 'групп', 'квазимногообраз', 'теорем', 'явля', '€', 'нильпотентн', 'свободн', 'элемент', 'г', 'подгрупп', 'пуст', 'котор', 'класс', 'множеств', 'элемент', 'г', 'е', 'р', 'представлен', 'определен', 'конечнопорожден', 'групп', 'свободн', 'ьж', 'явля', 'отображен', 'слов', 'множеств']",al-245,512
158,"['групп', 'действ', 'лемм', 'р', 'поэт', 'г', 'п', 'подгрупп', 'доказательств', 'знакоперемен', 'существ', 'случа', 'леж', 'котор', 'элемент', 'либ', 'доказательств', 'знакоперемен', 'лемм', 'доказа', 'получ', 'изоморфн', 'групп', 'точн', 'г', 'подгрупп', 'числ', 'р', 'подгрупп', 'числ', 'след', 'лемм', 'множеств', 'т', 'доказа', 'групп', 'получ', 'р', 'доказательств', 'так', 'котор', 'имеет', 'порядк', 'элемент', 'п', 'поэт', 'г', 'либ', 'так', 'групп', 'пуст', 'существ', 'т', 'лемм', 'имеет', 'числ']",al-246,512
159,"['тел', 'г', 'элемент', 'п', 'д', 'алгебр', 'замкнут', 'алгебраическ', 'е', 'люб', 'пуст', 'е', 'д', 'алгебраическ', 'г', 'замкнут', 'п', 'элемент', 'тел', 'алгебр', 'пуст', 'люб', 'элемент', 'п', 'тел', 'алгебраическ', 'г', 'замкнут', 'д', 'е', 'алгебр', 'пуст', 'люб', 'п', 'замкнут', 'элемент', 'е', 'д', 'г', 'алгебраическ', 'тел', 'пуст', 'алгебр', 'люб']",al-247,512
160,"['язык', 'х', 'люб', '»', 'г', 'е', 'пуст', 'колец', 'теор', 'л', 'матриц', '«', 'кольц', 'п', 'л', 'теор', 'е', '»', 'кольц', 'базис', 'пуст', 'матриц', 'язык', 'х', 'п', '«', 'г', 'сигнатур', 'матриц', 'люб', 'кольц', '»', 'базис', 'теор', 'г', 'пуст', 'х', 'е', 'язык', 'л', '«', 'п', 'теор', 'разрешим', 'х', 'колец', 'е', 'г', 'матриц', 'кольц', 'язык', 'пуст', '«', 'л', 'п', 'люб']",al-248,510
161,"['р', 'ял', 'определен', 'модел', 'х', 'допустим', 'котор', 'алгебр', 'булев', 'множеств', 'п', 'пуст', 'так', 'определим', 'так', 'алгебр', 'определим', 'е', 'п', 'явля', 'х', 'еопределим', 'булев', 'множеств', 'модел', 'пуст', 'г', 'допустим', 'х', 'е', 'г', 'алгебр', 'пуст', 'так', 'п', 'множеств', 'явля', 'булев', 'модел', 'допустим', 'определен', 'существ', 'модел', 'п', 'допустим', 'определен', 'ял', 'р', 'булев', 'множеств', 'х', 'е', 'м', 'алгебр', 'пуст', 'г']",al-249,510
162,"['кортеж', 'полн', 'язык', 'услов', 'множеств', 'перемен', 'тип', 'φ', 'стабильн', 'формул', 'пуст', 'теор', 'определен', 'люб', 'стабильн', 'люб', 'пуст', 'получа', 'перемен', 'определен', 'множеств', 'формул', 'обознача', 'тип', 'кортеж', 'φ', 'теор', 'язык', 'множеств', 'формул', 'перемен', 'теор', 'φ', 'отображен', 'тип', 'обознача', 'получа', 'определен', 'кортеж', 'полн', 'стабильн', 'пуст', 'множеств', 'тип', 'те', 'стабильн', 'люб', 'формул', 'перемен', 'кортеж', 'φ', 'пуст', 'теор', 'полн', 'язык', 'определен']",al-25,510
163,"['е', 'посылк', 'прав', 'элемент', 'г', 'интуиционистск', 'явля', 'л', 'вывод', 'х', 'логик', 'означиван', 'определен', 'люб', 'г', 'явля', 'л', '»', 'множеств', 'логик', 'поэт', 'услов', 'перемен', 'п', 'существ', 'х', 'прав', 'е', 'прав', 'услов', 'множеств', 'следовательн', 'п', 'некотор', '»', 'предполож', 'люб', 'форм', 'пуст', 'логик', 'элемент', 'существ', 'прав', 'некотор', 'модел', 'элемент', 'е', 'х', 'л', 'явля', 'полуредуцирова', 'предполож', '»', 'определен', 'г', 'вывод']",al-250,510
164,"['х', 'р', 'сигнатур', 'модел', 'концев', 'изоморфизм', 'конечн', 'пуст', 'подмодел', 'так', 'элемент', 'люб', 'истин', 'существ', 'сигнатур', 'предложен', 'л', 'перестановк', '»', 'концев', 'некотор', 'модел', 'подмодел', 'пуст', 'так', 'элемент', 'р', 'конечн', 'формул', 'подмодел', 'перестановк', 'пуст', 'существ', 'е', '»', 'модел', 'концев', 'так', 'р', 'элемент', 'сигнатур', 'люб', 'п', 'люб', 'предложен', 'так', 'изоморфизм', 'р', 'множеств', 'концев', 'конечн', 'истин', 'модел', 'подмодел', 'пуст', 'элемент']",al-251,510
173,"['функц', 'буд', 'определ', 'согласова', 'пуст', 'вычислим', 'так', 'семейств', 'люб', 'подмножеств', 'элемент', 'требован', 'множеств', 'нумерац', 'котор', 'существ', 'согласова', 'так', 'определ', 'списк', 'степен', 'позитивн', 'множеств', 'эквивалентн', 'семейств', 'отношен', 'требован', 'нумерац', 'эквивалентн', 'рекурсивн', 'позитивн', 'полага', 'множеств', 'существ', 'полурешетк', 'функц', 'котор', 'нумерац', 'так', 'пуст', 'вычислим', 'семейств', 'след', 'шаг', 'вычислим', 'семейств', 'котор', 'определ', 'перечислим', 'списк', 'пуст', 'существ', 'функц', 'отношен', 'подмножеств', 'множеств']",al-26,510
175,"['ь', 'гомоморфизм', 'так', 'существ', 'систем', 'хорнов', 'п', 'ф', 'люб', '€', 'случа', 'слаб', 'произвольн', 'предикатн', 'гомоморфизм', 'класс', '€', 'сист', 'совместн', 'универсальн', 'пуст', 'подсист', 'ядр', 'след', 'множеств', 'компактн', 'произвольн', 'поскольк', 'е', 'класс', 'определен', 'люб', 'пуст', 'атомн', 'компактн', 'случа', 'г', 'поэт', 'слаб', 'образ', 'некотор', 'хорнов', 'сист', 'р', 'ядр', 'универсальн', 'е', 'произвольн', 'антимногообраз', 'подсист', 'систем', 'люб', 'компактн', 'г', 'тривиальн', 'называ']",al-261,512
176,"['л', 'частичн', 'множеств', 'терм', 'п', 'получа', 'класс', 'поворот', 'ь', 'алгебр', 'семантик', 'пуст', 'формул', 'г', 'г', 'случа', 'п', 'предикатн', 'терм', 'формул', 'ь', 'алгебр', 'множеств', 'л', 'семантик', 'частичн', 'пуст', 'люб', 'терм', 'алгебр', 'определ', 'гомоморфизм', 'множеств', 'п', 'получа', 'р', 'формул', 'л', 'пуст', 'равенств', 'семантик', 'частичн', 'частичн', 'люб', 'г', 'пуст', 'терм', 'замкнут', 'определ', 'семантик', 'алгебр', 'л', 'формул', 'множеств', 'п', 'определен']",al-262,512
177,"['л', '€', 'случа', 'р', 'г', 'алгебр', 'х', 'решетк', 'квазимногообраз', 'п', 'явля', 'кег', 'е', 'конечн', 'г', 'л', 'п', 'множеств', 'х', 'решетк', 'алгебр', 'след', 'пуст', 'р', 'квазимногообраз', 'е', 'ф', 'кег', 'р', 'поскольк', 'пуст', 'г', 'х', 'решетк', 'е', 'л', 'алгебр', 'квазимногообраз', 'явля', 'кег', 'п', 'ф', 'р', 'е', 'конечн', 'сил', 'г', 'кег', 'след', 'поэт', 'х', 'л', 'решетк', 'явля', 'п', 'квазимногообраз']",al-263,512
178,"['р', 'свойств', 'произведен', 'пуст', 'эпиморфизм', 'свободн', 'терм', 'конечн', 'ограничен', 'решеток', 'решетк', 'сверх', 'л', '»', 'р', 'сниз', 'гомоморфизм', 'ограничен', 'т', 'пуст', 'произведен', '»', 'люб', 'случа', 'ро', 'л', 'решетк', 'решеток', 'пуст', 'терм', 'г', '±', 'конечн', 'решеток', 'случа', 'ранг', 'т', 'д', 'р', 'ограничен', 'свойств', 'сниз', 'пуст', 'р', 'терм', 'г', 'решетк', 'гомоморфизм', 'случа', 'решеток', 'свойств', 'ограничен', '»', 'сниз', 'сверх', 'произведен']",al-264,512
179,"['групп', 'лемм', 'стабилизатор', 'пол', 'поэт', 'г', 'т', 'так', 'порядок', 'локальн', 'инволюц', 'элемент', 'пуст', 'конечн', 'групп', 'г', 'действ', 'т', 'пол', 'конечн', 'п', 'котор', 'элемент', 'р', 'поэт', 'теорем', 'о', 'порядок', 'элемент', 'конечн', 'п', 'сопряж', 'бесконечн', 'действ', 'поскольк', 'г', 'пуст', 'так', 'инволюц', 'групп', 'т', 'лемм', 'инволюц', 'так', 'множеств', 'т', 'о', 'сопряж', 'групп', 'пол', 'содерж', 'транзитивн', 'элемент', 'лемм', 'г', 'пуст']",al-265,512
180,"['г', 'решетк', 'услов', 'элемент', 'конечн', 'котор', 'х', 'ка', 'полудистрибутивн', 'р', 'решетк', 'котор', 'услов', 'элемент', 'конечн', 'г', 'полудистрибутивн', 'р', 'ка', 'х', 'услов', 'элемент', 'полудистрибутивн', 'решетк', 'конечн', 'г', 'х', 'котор', 'ка', 'р', 'г', 'х', 'конечн', 'ка', 'решетк', 'услов', 'котор', 'элемент', 'р', 'полудистрибутивн']",al-266,512
181,"['несократим', 'решетк', 'вниз', 'х', 'р', 'л', 'противореч', 'люб', 'полумодулярн', 'е', 'поскольк', 'элемент', 'явля', 'непрерывн', 'коатомн', 'вверх', 'р', 'г', 'вполн', 'л', 'непрерывн', 'е', 'пуст', 'элемент', 'ф', 'д', 'решетк', 'полумодулярн', 'л', 'каноническ', 'минимальн', 'решетк', 'вполн', 'вверх', 'люб', 'р', 'пуст', 'сильн', 'доказательств', 'разложен', 'несократим', 'единствен', 'вверх', 'разложен', 'элемент', 'теорем', 'решетк', 'д', 'единствен', 'вниз', 'минимальн', 'доказательств', 'сильн', 'р', 'ф', 'несократим']",al-267,512
182,"['услов', 'п', 'многообраз', 'точк', 'г', 'пуст', 'степен', 'подстановк', 'х', 'неподвижн', 'автоморфизм', 'представим', 'алгебр', 'имеет', 'х', 'п', 'представим', 'алгебр', 'г', 'многообраз', 'подстановк', 'степен', 'автоморфизм', 'точк', 'имеет', 'неподвижн', 'люб', 'пуст', 'п', 'многообраз', 'автоморфизм', 'неподвижн', 'подстановк', 'пуст', 'алгебр', 'х', 'представим', 'точк', 'степен', 'г', 'имеет', 'услов', 'многообраз', 'автоморфизм', 'подстановк', 'п', 'люб', 'х', 'алгебр', 'неподвижн', 'представим', 'степен', 'точк', 'г', 'пуст', 'имеет']",al-268,512
183,"['язык', 'критическ', 'п', 'ф', 'теор', 'предложен', 'истин', 'м', 'групп', 'разрешим', 'л', 'многообраз', 'ю', 'неразрешим', 'ф', 'групп', 'многообраз', 'м', 'ю', 'л', 'истин', 'границ', 'теор', 'предложен', 'разрешим', 'язык', 'неразрешим', 'п', 'предложен', 'групп', 'п', 'м', 'ф', 'разрешим', 'язык', 'л', 'теор', 'многообраз', 'неразрешим', 'истин', 'критическ', 'границ', 'язык', 'п', 'групп', 'многообраз', 'теор', 'предложен', 'разрешим', 'ф', 'л', 'истин', 'ю', 'неразрешим', 'произвольн', 'м']",al-269,512
184,"['фробениус', 'неинвариантн', 'лемм', 'явля', 'поскольк', 'люб', 'инволюц', 'групп', 'элемент', 'подгрупп', 'конечн', 'фробениусов', 'доказа', 'пуст', 'лемм', 'фробениус', 'люб', 'фробениусов', 'доказа', 'п', 'поскольк', 'случа', 'доказательств', 'выполня', 'дополнен', 'групп', 'подгрупп', 'элемент', 'групп', 'теорем', 'фробениус', 'конечн', 'лемм', 'п', 'подгрупп', 'элемент', 'инволюц', 'люб', 'пуст', 'фробениусов', 'доказа', 'явля', 'инволюц', 'элемент', 'конечн', 'фробениус', 'сил', 'доказа', 'люб', 'ядр', 'след', 'групп', 'подгрупп', 'лемм', 'пуст', 'фробениусов']",al-27,512
185,"['семейств', '€', 'образ', 'так', 'функц', 'е', 'котор', 'ф', 'элемент', 'вычислим', 'групп', 'слов', 'явля', 'рекурсивн', 'так', 'ф', 'рекурсивн', 'функц', 'элемент', 'образ', 'вопрос', 'групп', 'явля', 'г', 'слов', 'пуст', 'вычислим', 'доказательств', 'лемм', 'явля', 'слов', 'элемент', 'г', 'е', '€', 'функц', 'групп', 'рекурсивн', 'ф', 'вычислим', 'пуст', 'доказательств', 'рекурсивн', 'равенств', 'перестановок', 'доказательств', 'пгрупп', 'групп', 'вычислим', 'семейств', 'образ', 'слов', 'явля', 'г', 'элемент', 'так']",al-270,512
186,"['формул', 'фа', 'х', 'явля', 'ф', 'пуст', 'теор', 'п', 'некотор', 'определен', 'выполня', 'е', 'эквивалентн', 'существ', 'множеств', 'формул', 'п', 'услов', 'определен', 'так', 'буд', 'дпримитивн', 'е', 'связн', 'определя', 'говор', 'кортеж', 'примитивн', 'х', 'связн', 'примитивн', 'нормальн', 'явля', 'элемент', 'люб', 'определен', 'коп', 'так', 'некотор', 'выполня', 'множеств', 'формул', 'фху', 'множеств', 'теор', 'эквивалентн', 'услов', 'буд', 'п', 'примитивн', 'так', 'коп', 'т', 'связа', 'определен', 'люб']",al-271,510
187,"['конечн', 'л', 'множеств', 'предикат', 'люб', 'модел', 'формул', 'х', 'р', 'г', 'функц', 'определен', 'м', 'явля', 'модел', 'п', 'сигнатур', 'теор', 'наследствен', 'т', 'предикат', 'пуст', 'надстройк', 'формул', 'р', 'л', 'функц', 'е', 'е', 'р', 'люб', 'пуст', 'теор', 'множеств', 'вычислим', 'явля', 'конечн', 'функц', 'т', 'модел', 'формул', 'л', 'след', 'явля', 'м', 'л', 'вычислим', 'е', 'конечн', 'модел', 'пуст', 'наследствен', 'формул', 'р', 'функц', 'п']",al-272,510
188,"['п', 'определен', 'модел', 'ял', 'алгебр', 'пуст', 'г', 'булев', 'так', 'х', 'явля', '€', 'существ', 'автоустойчив', 'булев', 'ял', 'функц', 'г', 'так', 'п', 'алгебр', 'пуст', 'модел', 'существ', '€', 'х', 'определен', 'явля', 'существ', 'алгебр', 'булев', 'г', '€', 'ял', 'модел', 'пуст', 'так', 'явля', 'п', 'определен', 'х', 'автоустойчив', '€', 'пуст', 'определен', 'так', 'ял', 'алгебр', 'г', 'модел', 'существ', 'булев', 'явля', 'п', 'х', 'автоустойчив']",al-273,510
189,"['элемент', 'так', 'явля', 'г', 'вывод', 'люб', 'д', 'прав', 'базис', 'п', 'модел', 'имеет', 'л', 'алгебр', 'явля', 'вывод', 'существ', 'независим', 'базис', 'прав', 'допустим', 'предтабличн', 'означиван', 'логик', 'г', 'элемент', 'п', 'люб', 'базис', 'явля', 'формул', 'рт', 'модел', 'истин', 'логик', 'множеств', 'г', 'вывод', 'фрейм', 'существ', 'имеет', 'прав', 'фрейм', 'вывод', 'п', 'люб', 'модел', 'образ', 'см', 'так', '€', 'истин', 'означиван', 'формул', 'логик', 'прав']",al-274,510
190,"['доказательств', 'ступен', 'изоморфн', 'п', 'свободн', 'групп', 'элемент', 'г', 'разрешим', 'пуст', 'многообраз', 'универсальн', 'доказа', 'конечн', 'г', 'д', 'явля', 'универсальн', 'изоморфн', 'порожда', 'групп', 'свободн', 'элемент', 'п', 'пуст', 'разрешим', 'многообраз', 'доказа', 'конечн', 'элемент', 'базис', 'пуст', 'п', 'доказа', 'групп', 'свободн', 'г', 'разрешим', 'многообраз', 'универсальн', 'доказательств', 'д', 'групп', 'г', 'м', 'доказательств', 'универсальн', 'следств', 'эквивалентн', 'свободн', 'элемент', 'разрешим', 'п', 'пуст', 'доказа', 'многообраз']",al-275,512
